,attack_category
76721,dos
76722,normal
76723,normal
76724,normal
76725,dos
76726,normal
76727,dos
76728,dos
76729,normal
76730,dos
76731,normal
76732,normal
76733,dos
76734,normal
76735,normal
76736,normal
76737,dos
76738,dos
76739,normal
76740,dos
76741,normal
76742,dos
76743,dos
76744,dos
76745,dos
76746,dos
76747,dos
76748,normal
76749,dos
76750,normal
76751,dos
76752,dos
76753,probe
76754,normal
76755,normal
76756,normal
76757,normal
76758,dos
76759,normal
76760,normal
76761,dos
76762,probe
76763,normal
76764,dos
76765,normal
76766,dos
76767,probe
76768,dos
76769,normal
76770,dos
76771,dos
76772,probe
76773,normal
76774,normal
76775,dos
76776,normal
76777,normal
76778,normal
76779,normal
76780,normal
76781,dos
76782,dos
76783,dos
76784,dos
76785,probe
76786,normal
76787,dos
76788,probe
76789,normal
76790,normal
76791,probe
76792,dos
76793,normal
76794,dos
76795,normal
76796,dos
76797,dos
76798,dos
76799,normal
76800,normal
76801,dos
76802,normal
76803,normal
76804,normal
76805,dos
76806,normal
76807,normal
76808,probe
76809,normal
76810,probe
76811,normal
76812,normal
76813,probe
76814,dos
76815,u2r
76816,dos
76817,normal
76818,dos
76819,dos
76820,dos
76821,dos
76822,normal
76823,normal
76824,dos
76825,normal
76826,normal
76827,normal
76828,dos
76829,normal
76830,normal
76831,probe
76832,normal
76833,normal
76834,normal
76835,dos
76836,normal
76837,normal
76838,normal
76839,dos
76840,normal
76841,normal
76842,dos
76843,dos
76844,normal
76845,dos
76846,dos
76847,normal
76848,probe
76849,dos
76850,dos
76851,normal
76852,normal
76853,normal
76854,normal
76855,normal
76856,normal
76857,normal
76858,normal
76859,dos
76860,dos
76861,normal
76862,normal
76863,normal
76864,normal
76865,normal
76866,normal
76867,normal
76868,probe
76869,normal
76870,normal
76871,normal
76872,normal
76873,dos
76874,normal
76875,dos
76876,probe
76877,normal
76878,normal
76879,normal
76880,dos
76881,probe
76882,normal
76883,dos
76884,normal
76885,normal
76886,dos
76887,dos
76888,dos
76889,dos
76890,normal
76891,normal
76892,normal
76893,normal
76894,normal
76895,dos
76896,r2l
76897,probe
76898,dos
76899,dos
76900,normal
76901,normal
76902,normal
76903,probe
76904,dos
76905,normal
76906,normal
76907,normal
76908,normal
76909,normal
76910,dos
76911,normal
76912,dos
76913,dos
76914,dos
76915,normal
76916,dos
76917,normal
76918,normal
76919,normal
76920,normal
76921,dos
76922,dos
76923,probe
76924,dos
76925,normal
76926,normal
76927,dos
76928,normal
76929,normal
76930,normal
76931,probe
76932,normal
76933,normal
76934,normal
76935,dos
76936,normal
76937,dos
76938,normal
76939,normal
76940,normal
76941,normal
76942,normal
76943,normal
76944,normal
76945,dos
76946,normal
76947,probe
76948,normal
76949,normal
76950,probe
76951,normal
76952,normal
76953,normal
76954,normal
76955,dos
76956,normal
76957,normal
76958,dos
76959,normal
76960,dos
76961,normal
76962,normal
76963,probe
76964,dos
76965,dos
76966,normal
76967,probe
76968,dos
76969,probe
76970,normal
76971,dos
76972,probe
76973,normal
76974,probe
76975,normal
76976,normal
76977,normal
76978,normal
76979,dos
76980,normal
76981,normal
76982,normal
76983,normal
76984,dos
76985,normal
76986,dos
76987,probe
76988,probe
76989,dos
76990,normal
76991,probe
76992,probe
76993,dos
76994,normal
76995,dos
76996,normal
76997,dos
76998,normal
76999,dos
77000,dos
77001,probe
77002,probe
77003,normal
77004,normal
77005,dos
77006,dos
77007,normal
77008,dos
77009,dos
77010,normal
77011,normal
77012,dos
77013,probe
77014,probe
77015,dos
77016,dos
77017,normal
77018,normal
77019,dos
77020,dos
77021,dos
77022,dos
77023,normal
77024,dos
77025,probe
77026,normal
77027,dos
77028,dos
77029,normal
77030,normal
77031,normal
77032,dos
77033,normal
77034,dos
77035,probe
77036,normal
77037,dos
77038,probe
77039,normal
77040,dos
77041,probe
77042,normal
77043,dos
77044,dos
77045,dos
77046,normal
77047,normal
77048,dos
77049,normal
77050,normal
77051,dos
77052,normal
77053,normal
77054,probe
77055,dos
77056,dos
77057,dos
77058,normal
77059,normal
77060,dos
77061,dos
77062,dos
77063,dos
77064,dos
77065,normal
77066,normal
77067,normal
77068,dos
77069,dos
77070,dos
77071,dos
77072,dos
77073,probe
77074,dos
77075,normal
77076,normal
77077,normal
77078,dos
77079,dos
77080,probe
77081,normal
77082,dos
77083,normal
77084,normal
77085,dos
77086,normal
77087,normal
77088,normal
77089,probe
77090,dos
77091,normal
77092,normal
77093,normal
77094,probe
77095,dos
77096,dos
77097,normal
77098,dos
77099,dos
77100,probe
77101,normal
77102,normal
77103,normal
77104,dos
77105,normal
77106,normal
77107,normal
77108,normal
77109,dos
77110,dos
77111,dos
77112,normal
77113,dos
77114,normal
77115,normal
77116,dos
77117,probe
77118,normal
77119,normal
77120,normal
77121,normal
77122,normal
77123,normal
77124,normal
77125,normal
77126,dos
77127,dos
77128,dos
77129,dos
77130,dos
77131,normal
77132,dos
77133,dos
77134,dos
77135,normal
77136,normal
77137,normal
77138,dos
77139,normal
77140,normal
77141,normal
77142,normal
77143,normal
77144,dos
77145,normal
77146,dos
77147,normal
77148,normal
77149,normal
77150,dos
77151,normal
77152,probe
77153,dos
77154,normal
77155,normal
77156,normal
77157,normal
77158,dos
77159,probe
77160,normal
77161,normal
77162,normal
77163,normal
77164,normal
77165,normal
77166,dos
77167,normal
77168,dos
77169,normal
77170,dos
77171,normal
77172,dos
77173,normal
77174,normal
77175,normal
77176,normal
77177,dos
77178,normal
77179,dos
77180,normal
77181,normal
77182,probe
77183,dos
77184,normal
77185,normal
77186,dos
77187,dos
77188,dos
77189,probe
77190,probe
77191,normal
77192,dos
77193,dos
77194,dos
77195,dos
77196,normal
77197,dos
77198,normal
77199,dos
77200,dos
77201,normal
77202,dos
77203,normal
77204,normal
77205,dos
77206,normal
77207,normal
77208,normal
77209,normal
77210,normal
77211,normal
77212,normal
77213,dos
77214,normal
77215,probe
77216,normal
77217,normal
77218,normal
77219,dos
77220,dos
77221,normal
77222,dos
77223,dos
77224,dos
77225,normal
77226,dos
77227,normal
77228,normal
77229,dos
77230,normal
77231,normal
77232,dos
77233,dos
77234,dos
77235,normal
77236,normal
77237,dos
77238,dos
77239,normal
77240,normal
77241,dos
77242,dos
77243,dos
77244,probe
77245,dos
77246,normal
77247,dos
77248,dos
77249,dos
77250,dos
77251,normal
77252,dos
77253,normal
77254,probe
77255,probe
77256,probe
77257,dos
77258,normal
77259,normal
77260,normal
77261,normal
77262,dos
77263,normal
77264,normal
77265,normal
77266,normal
77267,normal
77268,dos
77269,normal
77270,dos
77271,normal
77272,probe
77273,normal
77274,normal
77275,dos
77276,normal
77277,normal
77278,normal
77279,dos
77280,normal
77281,dos
77282,normal
77283,normal
77284,normal
77285,normal
77286,dos
77287,normal
77288,dos
77289,normal
77290,dos
77291,dos
77292,normal
77293,normal
77294,normal
77295,dos
77296,normal
77297,dos
77298,dos
77299,dos
77300,dos
77301,normal
77302,dos
77303,normal
77304,normal
77305,normal
77306,dos
77307,dos
77308,probe
77309,normal
77310,dos
77311,normal
77312,normal
77313,normal
77314,dos
77315,normal
77316,probe
77317,normal
77318,normal
77319,normal
77320,dos
77321,normal
77322,dos
77323,normal
77324,dos
77325,probe
77326,dos
77327,probe
77328,normal
77329,normal
77330,normal
77331,normal
77332,normal
77333,normal
77334,normal
77335,dos
77336,probe
77337,normal
77338,dos
77339,normal
77340,normal
77341,dos
77342,normal
77343,normal
77344,dos
77345,dos
77346,normal
77347,dos
77348,probe
77349,dos
77350,dos
77351,r2l
77352,dos
77353,dos
77354,normal
77355,normal
77356,probe
77357,dos
77358,dos
77359,normal
77360,normal
77361,normal
77362,normal
77363,normal
77364,normal
77365,normal
77366,normal
77367,dos
77368,normal
77369,dos
77370,dos
77371,dos
77372,normal
77373,normal
77374,normal
77375,normal
77376,dos
77377,normal
77378,normal
77379,normal
77380,dos
77381,normal
77382,probe
77383,normal
77384,normal
77385,dos
77386,dos
77387,normal
77388,dos
77389,dos
77390,normal
77391,normal
77392,probe
77393,normal
77394,dos
77395,normal
77396,dos
77397,dos
77398,dos
77399,r2l
77400,dos
77401,dos
77402,probe
77403,dos
77404,probe
77405,dos
77406,dos
77407,dos
77408,normal
77409,dos
77410,normal
77411,normal
77412,normal
77413,dos
77414,probe
77415,dos
77416,dos
77417,normal
77418,dos
77419,normal
77420,normal
77421,dos
77422,normal
77423,normal
77424,normal
77425,dos
77426,normal
77427,normal
77428,normal
77429,dos
77430,normal
77431,dos
77432,normal
77433,dos
77434,normal
77435,normal
77436,normal
77437,normal
77438,dos
77439,dos
77440,dos
77441,normal
77442,dos
77443,normal
77444,dos
77445,normal
77446,normal
77447,normal
77448,dos
77449,normal
77450,normal
77451,dos
77452,normal
77453,normal
77454,normal
77455,normal
77456,dos
77457,dos
77458,dos
77459,normal
77460,dos
77461,dos
77462,dos
77463,dos
77464,dos
77465,normal
77466,normal
77467,normal
77468,normal
77469,dos
77470,dos
77471,probe
77472,dos
77473,dos
77474,dos
77475,dos
77476,probe
77477,normal
77478,dos
77479,normal
77480,dos
77481,dos
77482,probe
77483,normal
77484,dos
77485,normal
77486,normal
77487,dos
77488,normal
77489,normal
77490,normal
77491,dos
77492,dos
77493,normal
77494,dos
77495,dos
77496,probe
77497,r2l
77498,normal
77499,probe
77500,normal
77501,dos
77502,normal
77503,normal
77504,normal
77505,normal
77506,dos
77507,normal
77508,normal
77509,probe
77510,normal
77511,normal
77512,normal
77513,dos
77514,normal
77515,normal
77516,dos
77517,normal
77518,dos
77519,dos
77520,dos
77521,normal
77522,probe
77523,probe
77524,normal
77525,normal
77526,dos
77527,dos
77528,normal
77529,normal
77530,dos
77531,normal
77532,normal
77533,normal
77534,r2l
77535,dos
77536,probe
77537,dos
77538,probe
77539,normal
77540,dos
77541,probe
77542,probe
77543,dos
77544,normal
77545,probe
77546,normal
77547,normal
77548,normal
77549,dos
77550,normal
77551,normal
77552,normal
77553,dos
77554,dos
77555,normal
77556,dos
77557,dos
77558,normal
77559,dos
77560,normal
77561,normal
77562,normal
77563,dos
77564,dos
77565,normal
77566,normal
77567,normal
77568,dos
77569,normal
77570,dos
77571,normal
77572,normal
77573,normal
77574,dos
77575,dos
77576,normal
77577,normal
77578,normal
77579,dos
77580,normal
77581,normal
77582,dos
77583,normal
77584,dos
77585,normal
77586,dos
77587,normal
77588,normal
77589,normal
77590,normal
77591,dos
77592,dos
77593,dos
77594,normal
77595,normal
77596,dos
77597,normal
77598,dos
77599,normal
77600,normal
77601,dos
77602,normal
77603,normal
77604,probe
77605,normal
77606,dos
77607,normal
77608,probe
77609,dos
77610,normal
77611,dos
77612,dos
77613,dos
77614,normal
77615,dos
77616,probe
77617,normal
77618,dos
77619,dos
77620,dos
77621,normal
77622,dos
77623,normal
77624,dos
77625,dos
77626,normal
77627,dos
77628,normal
77629,normal
77630,r2l
77631,normal
77632,normal
77633,dos
77634,dos
77635,normal
77636,dos
77637,normal
77638,normal
77639,dos
77640,probe
77641,dos
77642,normal
77643,probe
77644,dos
77645,dos
77646,normal
77647,dos
77648,normal
77649,normal
77650,normal
77651,dos
77652,dos
77653,dos
77654,dos
77655,dos
77656,normal
77657,probe
77658,probe
77659,dos
77660,normal
77661,normal
77662,dos
77663,normal
77664,normal
77665,dos
77666,dos
77667,normal
77668,normal
77669,dos
77670,normal
77671,normal
77672,normal
77673,normal
77674,normal
77675,normal
77676,dos
77677,probe
77678,normal
77679,dos
77680,normal
77681,dos
77682,dos
77683,normal
77684,normal
77685,normal
77686,normal
77687,dos
77688,dos
77689,dos
77690,dos
77691,dos
77692,dos
77693,normal
77694,normal
77695,normal
77696,normal
77697,dos
77698,dos
77699,normal
77700,dos
77701,normal
77702,dos
77703,normal
77704,dos
77705,normal
77706,normal
77707,dos
77708,normal
77709,normal
77710,dos
77711,normal
77712,normal
77713,normal
77714,normal
77715,normal
77716,dos
77717,dos
77718,normal
77719,dos
77720,dos
77721,dos
77722,normal
77723,normal
77724,normal
77725,normal
77726,probe
77727,normal
77728,normal
77729,dos
77730,dos
77731,normal
77732,dos
77733,normal
77734,probe
77735,normal
77736,dos
77737,normal
77738,dos
77739,dos
77740,dos
77741,normal
77742,dos
77743,normal
77744,normal
77745,normal
77746,normal
77747,dos
77748,dos
77749,normal
77750,normal
77751,normal
77752,probe
77753,probe
77754,normal
77755,normal
77756,dos
77757,dos
77758,dos
77759,normal
77760,dos
77761,normal
77762,dos
77763,dos
77764,dos
77765,normal
77766,normal
77767,dos
77768,normal
77769,normal
77770,dos
77771,dos
77772,dos
77773,normal
77774,normal
77775,dos
77776,probe
77777,dos
77778,dos
77779,normal
77780,probe
77781,dos
77782,normal
77783,dos
77784,dos
77785,normal
77786,dos
77787,dos
77788,dos
77789,dos
77790,normal
77791,probe
77792,dos
77793,normal
77794,dos
77795,normal
77796,dos
77797,normal
77798,r2l
77799,normal
77800,dos
77801,normal
77802,dos
77803,normal
77804,normal
77805,normal
77806,normal
77807,normal
77808,normal
77809,dos
77810,normal
77811,probe
77812,probe
77813,normal
77814,dos
77815,probe
77816,dos
77817,normal
77818,normal
77819,normal
77820,normal
77821,normal
77822,normal
77823,normal
77824,dos
77825,dos
77826,normal
77827,normal
77828,normal
77829,normal
77830,u2r
77831,normal
77832,normal
77833,normal
77834,dos
77835,normal
77836,dos
77837,normal
77838,normal
77839,dos
77840,dos
77841,normal
77842,dos
77843,probe
77844,normal
77845,normal
77846,normal
77847,dos
77848,normal
77849,dos
77850,probe
77851,dos
77852,dos
77853,dos
77854,dos
77855,normal
77856,dos
77857,probe
77858,dos
77859,normal
77860,dos
77861,normal
77862,probe
77863,dos
77864,probe
77865,dos
77866,normal
77867,dos
77868,normal
77869,normal
77870,dos
77871,r2l
77872,normal
77873,probe
77874,normal
77875,dos
77876,normal
77877,dos
77878,normal
77879,dos
77880,normal
77881,dos
77882,normal
77883,normal
77884,dos
77885,dos
77886,normal
77887,normal
77888,normal
77889,dos
77890,normal
77891,normal
77892,dos
77893,dos
77894,dos
77895,dos
77896,dos
77897,normal
77898,normal
77899,probe
77900,dos
77901,normal
77902,normal
77903,dos
77904,dos
77905,dos
77906,normal
77907,normal
77908,normal
77909,normal
77910,normal
77911,probe
77912,normal
77913,dos
77914,dos
77915,normal
77916,normal
77917,normal
77918,normal
77919,dos
77920,dos
77921,probe
77922,dos
77923,probe
77924,normal
77925,dos
77926,normal
77927,dos
77928,normal
77929,normal
77930,normal
77931,normal
77932,normal
77933,dos
77934,probe
77935,normal
77936,dos
77937,normal
77938,probe
77939,dos
77940,dos
77941,dos
77942,normal
77943,dos
77944,normal
77945,r2l
77946,probe
77947,normal
77948,dos
77949,normal
77950,normal
77951,dos
77952,dos
77953,probe
77954,normal
77955,dos
77956,normal
77957,normal
77958,normal
77959,normal
77960,dos
77961,normal
77962,dos
77963,normal
77964,normal
77965,normal
77966,dos
77967,dos
77968,dos
77969,normal
77970,dos
77971,dos
77972,dos
77973,dos
77974,dos
77975,normal
77976,normal
77977,normal
77978,normal
77979,normal
77980,dos
77981,normal
77982,normal
77983,dos
77984,normal
77985,dos
77986,dos
77987,dos
77988,normal
77989,normal
77990,probe
77991,dos
77992,normal
77993,normal
77994,probe
77995,probe
77996,normal
77997,probe
77998,dos
77999,normal
78000,r2l
78001,normal
78002,probe
78003,dos
78004,normal
78005,dos
78006,dos
78007,dos
78008,normal
78009,dos
78010,dos
78011,normal
78012,dos
78013,dos
78014,normal
78015,dos
78016,normal
78017,normal
78018,normal
78019,normal
78020,normal
78021,normal
78022,probe
78023,normal
78024,dos
78025,probe
78026,dos
78027,dos
78028,probe
78029,dos
78030,normal
78031,normal
78032,normal
78033,normal
78034,dos
78035,dos
78036,probe
78037,probe
78038,normal
78039,normal
78040,dos
78041,normal
78042,normal
78043,normal
78044,normal
78045,normal
78046,normal
78047,dos
78048,normal
78049,dos
78050,normal
78051,dos
78052,dos
78053,normal
78054,normal
78055,dos
78056,dos
78057,normal
78058,normal
78059,normal
78060,dos
78061,normal
78062,normal
78063,normal
78064,dos
78065,dos
78066,normal
78067,dos
78068,normal
78069,dos
78070,normal
78071,normal
78072,probe
78073,dos
78074,normal
78075,normal
78076,probe
78077,dos
78078,normal
78079,normal
78080,normal
78081,dos
78082,normal
78083,normal
78084,normal
78085,normal
78086,normal
78087,dos
78088,dos
78089,dos
78090,dos
78091,dos
78092,normal
78093,normal
78094,normal
78095,normal
78096,normal
78097,normal
78098,dos
78099,normal
78100,normal
78101,normal
78102,normal
78103,dos
78104,normal
78105,normal
78106,normal
78107,normal
78108,normal
78109,dos
78110,normal
78111,dos
78112,dos
78113,normal
78114,dos
78115,dos
78116,normal
78117,normal
78118,probe
78119,dos
78120,normal
78121,normal
78122,normal
78123,normal
78124,normal
78125,normal
78126,normal
78127,dos
78128,dos
78129,normal
78130,normal
78131,normal
78132,normal
78133,normal
78134,dos
78135,normal
78136,normal
78137,normal
78138,normal
78139,r2l
78140,dos
78141,dos
78142,dos
78143,normal
78144,normal
78145,normal
78146,normal
78147,normal
78148,normal
78149,normal
78150,normal
78151,normal
78152,normal
78153,dos
78154,dos
78155,dos
78156,normal
78157,normal
78158,dos
78159,normal
78160,dos
78161,normal
78162,normal
78163,normal
78164,normal
78165,dos
78166,normal
78167,normal
78168,normal
78169,dos
78170,normal
78171,normal
78172,dos
78173,normal
78174,dos
78175,dos
78176,probe
78177,probe
78178,dos
78179,normal
78180,normal
78181,normal
78182,normal
78183,dos
78184,probe
78185,normal
78186,probe
78187,probe
78188,normal
78189,dos
78190,dos
78191,normal
78192,normal
78193,dos
78194,normal
78195,dos
78196,normal
78197,normal
78198,dos
78199,normal
78200,probe
78201,normal
78202,normal
78203,probe
78204,normal
78205,normal
78206,normal
78207,normal
78208,dos
78209,dos
78210,dos
